省份,代码_x,年份,基层医疗卫生机构数/个,专业公共卫生机构/个,医疗卫生机构数量/个,医疗卫生机构床位数/张,执业医师数/人,注册护士数/人,卫生人员数/万人,医疗卫生机构事业收入/亿元,人均卫生费用/元,诊疗人次数/万人次,入院人数/万人,城乡居民医疗保健支出占消费性支出,代码_y,甲乙类法定报告传染病发病率（1/10w）,甲乙类法定报告传染病死亡率（1/10w）,人口死亡率‰,人口平均预期寿命（岁）,孕产妇死亡率‰,新生儿访视率%,3岁以下儿童系统管理率%,7岁以下儿童健康保健管理率%,围产婴儿死亡率‰,5岁以下儿童低体重患病率%,出院人数（万人）,年末常住人口,卫生总费用,政府卫生支出（亿元）,卫生总费用占GDP比重（%）,农村每万人医疗机构床位数,城市每万人医疗机构床位数,基层医疗卫生机构床位数,每万人拥有农村卫生技术人员数,每万人拥有城市卫生技术人员数,人均GDP_元每人,城镇化率,65岁及以上人口占比,教育水平_每十万人高等学校在校生数,财政支出能力_元每人,每千人床位数,每千人医师数,每千人护士数,每千人诊疗人次,每千人出院人数,城乡床位差,城乡床位比,城乡卫技人员差,城乡卫技人员比
吉林,14,2024,25306,250,26540,177715,85581,111352,30.43,1263.5499,6966.6094,12705.498,473.47003,14.630001,14,160.34,0.89999998,8.43,79.320007,9.8500004,81.300011,100,98.899994,5.3699999,0.39000002,422.94,2317,,,,70.4,84.2,1.51,99,110,61689,0.657747087,0.194128748,5715,20168.06215,7.670047475,3.69361243,4.805869659,5483.598619,182.5377644,13.8,1.196022727,11,1.111111111
四川,25,2012,74215,713,76557,390147,129605,139810,54.9,873.09003,1740.8101,42438.891,1383.11,6.25,25,216.73,1.95,6.92,75.360001,6.9200001,92.099998,87.800003,86.599998,5.1700001,1.6,1376.22,8085,1405.91,473.89,5.89,36.01,61.72,12.27,33,70,30002,0.433518862,0.118140267,2037,6742.102659,4.825565863,1.603030303,1.729251701,5249.089796,170.2189239,25.71,1.713968342,37,2.121212121
四川,25,2013,75161,2969,80037,426635,139093,158457,59.6,1019.31,2066.4099,43548.609,1451.85,6.23,25,198.28999,2,6.9,75.660004,6.9000001,93.699997,91.800003,90.800003,5.0300002,1.37,1443.45,8109,1675.24,546.11,6.38,38.75,68.19,12.6,36,77,33171,0.449623875,0.127585795,2140,7671.611789,5.261252929,1.715291651,1.95408805,5370.404366,178.0059193,29.44,1.759741935,41,2.138888889
四川,25,2014,76110,2962,81070,459596,145028,175520,62.69,1170.35,2305.8101,44520.602,1508.79,6.96,25,182.88,2.1300001,7.02,75.970001,7.02,94.900002,93.199997,92.300003,4.5300002,1.13,1501.16,8139,1876.97,592.32,6.58,41.58,72.63,12.86,38,80,36137,0.465044846,0.139894908,2244,8350.669615,5.646836221,1.781889667,2.156530286,5470.033419,184.4403489,31.05,1.746753247,42,2.105263158
四川,25,2015,76214,1801,80109,488755,148776,190602,64.65,1313.5699,2638.1399,45081.93,1546.75,7.6999998,25,187.72,2.3199999,6.94,76.269997,6.9400001,95,93.900002,93.099998,4.02,1.21,1542.6,8196,2164.33,696.24,7.2,44.26,77.9,13.07,39,85,37746,0.482674475,0.129393583,2312,9147.767204,5.963335774,1.81522694,2.325549048,5500.479502,188.2137628,33.64,1.760054225,46,2.179487179
四川,25,2016,76619,744,79513,519205,153601,207633,67.04,1472.35,3238.6399,46424.641,1655.96,7.7399998,25,184.89999,2.73,6.99,76.57,6.9899998,95.199997,94.300003,93.800003,3.9100001,1.15,1647.27,8251,2675.77,784.42,8.12,48.13,76.18,13.2,42,82,41198,0.500060599,0.136962437,2314,9706.568901,6.292631196,1.861604654,2.516458611,5626.547206,199.6448915,28.05,1.582796593,40,1.952380952
四川,25,2017,77487,708,80481,563475,162709,228548,70.99,1664.9301,3680.6001,48530.891,1824.74,7.77,25,190.97,3.1900001,7.03,76.879997,7.0300002,95.400002,94.400002,94.099998,3.53,1.14,1818.03,8289,3055.64,841.88,8.26,52.97,79.48,13.94,45,85,46574,0.517794668,0.139296594,2339,10489.51623,6.79786464,1.962950899,2.757244541,5854.854747,219.3304379,26.51,1.500471965,40,1.888888889
四川,25,2018,78427,697,81537,598898,171277,247262,74.63,1838.6801,3900.1201,51599.379,1835.29,8.0500002,25,188.98,4.98,7.01,77.18,7.0100002,95.599998,94.199997,94.099998,3.1600001,1.08,1827,8321,3253.09,893.5,7.58,56.4,84.3,14.38,47,91,52425,0.535031847,0.149888798,2409,11666.26607,7.197428194,2.058370388,2.971541882,6201.103113,219.5649561,27.9,1.494680851,44,1.936170213
四川,25,2019,80500,716,83756,631763,184960,270545,79.34,2144.4399,4424.3701,56026.449,1981.59,9.9300003,25,212.59,4.9899998,7.09,77.489998,7.0900002,95.900002,95,95.199997,3.1800001,1.11,1973.99,8351,3705.41,1020.72,7.95,60.26,86.02,14.83,50,95,56584,0.553586397,0.157381573,2546,12391.53395,7.56511795,2.214824572,3.239671896,6708.950904,236.3776793,25.76,1.427480916,45,1.9
四川,25,2020,79491,716,82793,649756,195334,285807,82.45,2087.78,4830.52,51227.73,1756.35,11.8,25,196.03,4.3200002,8.5,77.790001,7.9200001,97.199997,95.800003,95.699997,3.3900001,1,1755.4,8371,4041.94,1220.72,8.32,61.8,87.2,14.96,53,98,59138,0.567315733,0.1693,2754,13377.78043,7.761987815,2.333460757,3.414251583,6119.666706,209.7001553,25.4,1.411003236,45,1.849056604
四川,25,2021,76875,703,80249,662029,209833,306685,86.54,2368.6201,5236.6699,54647.379,1863.04,13.68,25,209.56,4.4699998,8.7,78.089996,8.7399998,95.5,95.699997,95.699997,3.3900001,1.11,1856.7,8372,4254.71,1110.28,7.9,72.59,87,14.85,64,100,65856,0.57823698,0.175820458,2925,13396.66746,7.907656474,2.50636646,3.663222647,6527.398352,221.7749642,14.41,1.198512192,36,1.5625
四川,25,2022,70671,686,74041,683902,216332,318363,88.75,2649.46,5642.8198,54917.031,1969.74,15.55,25,223.09,4.6199999,9,78.400002,9.5600004,93.800003,95.599998,95.699997,3.3900001,1.22,1877.61,8374,4690.59,1245.16,8.27,75.29,89.46,15.12,67,104,68804,0.583472653,0.18124796,3127,14228.15859,8.16696919,2.58337712,3.8018032,6558.040482,224.2190112,14.17,1.188205605,37,1.552238806
四川,25,2023,71581,677,74975,708665,234531,335541,92.61,2930.2998,6048.9697,59026.684,2076.4399,17.42,25,236.62,4.77,9.43,78.710007,10.380001,92.100006,95.5,95.699997,3.3900001,1.33,2260.02,8368,,,,78.18,92.62,15.88,71,110,73293,0.594885277,0.184628654,3278,15216.04924,8.46875,2.802712715,4.009811185,7053.858031,270.0788719,14.44,1.18470197,39,1.549295775
四川,25,2024,71467,672,74797,714948,244730,347019,94.22,3211.1396,6455.1196,60606.336,2183.1399,19.29,25,250.14999,4.9200001,9.43,79.020012,11.200002,90.400009,95.400002,95.699997,3.3900001,1.4400001,2332.96,8364,,,,79.1,93.3,16.2,73,114,77333,0.601028216,0.184432751,3368,16077.42707,8.547919656,2.925992348,4.148959828,7246.094692,278.9287422,14.2,1.179519595,41,1.561643836
天津,26,2012,4095,95,4551,53509,28200,27621,10.42,331.14999,3394.8999,9607.7197,132.14999,7.9000001,26,197.97,0.63,6.12,79.370003,6.1199999,97.5,77.900002,93.199997,7.8899999,0.23,132.38,1378,479.75,120.9,3.72,37.75,57.24,0.7,54,82,67621,0.815674891,0.104571283,4358,15553.0479,3.883091437,2.046444122,2.004426705,6972.220392,96.06676343,19.49,1.516291391,28,1.518518519
天津,26,2013,4209,96,4689,57743,29659,29715,10.65,381.79999,3750.1001,10532.71,135.91,8.1700001,26,198.32001,0.55000001,6,79.610001,6,94.599998,84.699997,92,7.25,0.23,135.65,1410,552.09,145.31,3.84,38.18,61.6,0.72,53,87,72276,0.822695035,0.114567901,4346,18079.50355,4.095248227,2.103475177,2.107446809,7470.007092,96.20567376,23.42,1.613410162,34,1.641509434
天津,26,2014,4419,145,4990,60869,31007,31577,11.17,430.64999,4291.29,11577.51,148.67,7.6199999,26,190.33,0.61000001,6.05,79.849998,6.0500002,98.599998,88.599998,91.800003,7.1900001,0.28999999,148.5,1429,650.91,171.18,4.14,40.1,64.2,0.71,55,90,75725,0.825752274,0.11680115,4283,20186.84395,4.259552134,2.169839048,2.209727082,8101.826452,103.9188244,24.1,1.600997506,35,1.636363636
天津,26,2015,4618,151,5223,63693,33533,33804,11.81,482.54001,4866.3198,11880.74,150.75,7.0999999,26,242.66,0.50999999,5.61,80.099998,5.6100001,98.099998,86.800003,93.300003,6.7199998,0.31999999,150.7,1439,752.79,202.24,4.55,40.1,66.32,0.7,55,95,75936,0.82904795,0.102941054,4185,22462.47394,4.426198749,2.330298819,2.349131341,8256.247394,104.7255038,26.22,1.653865337,40,1.727272727
天津,26,2016,4844,126,5443,65832,35435,36088,12.26,524.78998,5294.21,12003.5,162.10001,7.4400001,26,205.99001,0.69999999,5.54,80.339996,5.54,98.199997,89,93.800003,7.5300002,0.33000001,162.39,1443,827.02,211.76,4.62,61.5,63.12,0.71,84,91,79716,0.832986833,0.113598038,4058,25637.07554,4.562162162,2.455647956,2.500900901,8318.433818,112.5363825,1.62,1.026341463,7,1.083333333
天津,26,2017,4960,97,5539,68409,38645,38205,12.96,541.84003,5554.3599,12144.66,158.11,7.9200001,26,223.71001,0.72000003,5.05,80.580002,5.0500002,98.699997,87.400002,94,5.8299999,0.43000001,158.02,1410,864.74,201.14,4.66,59.68,63.86,0.73,77,95,87404,0.835460993,0.112850211,4072,23280.42553,4.851702128,2.740780142,2.709574468,8613.234043,112.070922,4.18,1.070040214,18,1.233766234
天津,26,2018,5101,96,5686,68247,40515,39377,13.25,579.40002,5698.4102,11997.77,162.52,8.5900002,26,224.82001,0.66000003,5.42,80.82,5.4200001,98.900002,91.5,93.699997,5.7399998,0.50999999,162.49,1383,888.72,216.33,6.65,61.2,62,0.7,81,96,96034,0.839479393,0.109191809,4150,22437.88865,4.934707158,2.929501085,2.847216197,8675.177151,117.4909617,0.8,1.013071895,15,1.185185185
天津,26,2019,5348,95,5962,68262,43430,41410,13.92,655.25,6233.1499,12288.53,169.88,10.03,26,246.83,0.70999998,5.3,81.059998,5.3000002,99,92.300003,95.400002,5.4699998,0.62,169.44,1385,973.51,217.97,6.9,72.83,59.04,0.64,,95,101858,0.8433213,0.120793716,4214,25672.99639,4.92866426,3.135740072,2.989891697,8872.584838,122.3393502,-13.79,0.81065495,,
天津,26,2020,5258,87,5838,68275,46206,42714,14.32,614.26001,6545.3301,9782.7803,128.86,11.48,26,225.08,0.61000001,5.9,81.300003,5.77,96.300003,94.599998,92.699997,4.6100001,0.56,129.6,1387,907.57,191.61,6.44,75.6,57.9,0.6,,97,102675,0.847152127,0.1475,4430,22720.62004,4.922494593,3.331362653,3.079596251,7053.19416,93.43907714,-17.7,0.765873016,,
天津,26,2021,5489,73,6076,68681,48546,46810,15.25,769.76001,6857.5098,10853.49,162.69,12.93,26,138.35001,0.38999999,6.2,81.540001,6.23,96.099998,93.699997,93.699997,4.6100001,0.60000002,162.6,1373,1072.4,200.12,6.83,,50.02,0.59,,89,116618,0.848506919,0.159205007,5153,22961.03423,5.00225783,3.535761107,3.409322651,7904.945375,118.4268026,,,,
天津,26,2022,5686,73,6282,68587,49486,48306,15.5,925.27002,7169.6899,10024.2,196.50999,14.38,26,129.619999,0.17,6.4,81.779999,6.6900001,95.900002,92.800003,94.699997,4.6100001,0.63999999,157.78,1363,1110.2,196.72,6.81,,50.29,0.58,,91,121261,0.85106383,0.170069489,5428,20028.09978,5.032061629,3.630667645,3.54409391,7354.512106,115.7593544,,,,
天津,26,2023,6184,72,6799,72593,53126,52102,16.54,1080.78,7481.8701,11934.91,230.32999,15.83,26,135.110008,0.52,6.46,82.019997,7.1500001,95.700005,91.900009,95.699997,4.6100001,0.67999995,214.2,1364,,,,,53.16,0.53,,98,126232,0.85483871,0.179083693,5559,24050,5.322067449,3.894868035,3.819794721,8749.934018,157.0381232,,,,
天津,26,2024,6333,68,6939,73299,57046,53698,17.16,1236.29,7794.0503,12325.62,264.14998,17.28,26,221.84002,0.67,7.04,82.259995,7.6100001,95.500008,91.000015,96.699997,4.6100001,0.71999991,254.22,1364,,,,,53.7,0.54,,102,132143,0.859970674,0.185652205,5563,26592.22874,5.373826979,4.182258065,3.936803519,9036.378299,186.3782991,,,,
宁夏,19,2012,3904,83,4140,27765,11518,12504,4.4,67.629997,2085.8701,3115.1699,82,8.0699997,19,265.31,0.36000001,4.33,74.019997,4.3299999,98.599998,93.099998,94.099998,11.2,0.44999999,81.87,659,135,51.8,5.77,23.93,67.94,0.28,29,84,33083,0.51138088,0.066296296,2107,13116.23672,4.213201821,1.747799697,1.897420334,4727.116692,124.2336874,44.01,2.839114083,55,2.896551724
宁夏,19,2013,3898,165,4231,31134,12663,13978,4.76,85.339996,2568.9099,3338.53,90.709999,8.0100002,19,253.33,0.46000001,4.5,74.339996,4.5,98.400002,93.099998,95.099998,9.5900002,0.47999999,90.19,666,168.06,60.44,6.55,25.38,76.57,0.31,31,91,35697,0.528528529,0.070753843,2195,13851.05105,4.674774775,1.901351351,2.098798799,5012.807808,135.4204204,51.19,3.016942474,60,2.935483871
宁夏,19,2014,3918,166,4255,32506,13328,15096,5.07,101.2,3125.3899,3562.0801,96.440002,8.5299997,19,268.94,0.61000001,4.53,74.660004,4.5300002,98.400002,94.800003,96.099998,8.6400003,0.60000002,97.09,678,206.76,67.56,7.51,26.37,79.09,0.31,32,97,37447,0.548672566,0.067765568,2255,14755.89971,4.79439528,1.965781711,2.226548673,5253.805457,143.20059,52.72,2.999241562,65,3.03125
宁夏,19,2015,3981,129,4288,33804,14200,16135,5.26,110.26,3411.75,3576.99,97.959999,9.9399996,19,234.95,0.50999999,4.58,74.980003,4.5799999,98.900002,94.099998,96.199997,8.3100004,0.80000001,97,684,227.86,77.14,7.83,29.61,77.04,0.32,36,96,38836,0.570175439,0.0736178,2244,16644.59064,4.942105263,2.076023392,2.358918129,5229.517544,141.8128655,47.43,2.601823708,60,2.666666667
宁夏,19,2016,3968,85,4254,36313,15336,18069,5.62,125.05,3730.5,3832.2,106.72,10.74,19,225.97,0.38999999,4.72,75.300003,4.7199998,99,95,96.5,8.79,0.85000002,105.59,695,251.77,85.59,7.95,33.34,78.79,0.32,39,100,41382,0.58705036,0.077832686,2225,18050.93525,5.224892086,2.206618705,2.599856115,5513.956835,151.9280576,45.45,2.363227355,61,2.564102564
宁夏,19,2017,3966,86,4271,39820,16208,21568,6.2,134.95,4383.5,4008.5801,117.63,9.8800001,19,220.67999,0.61000001,4.75,75.620003,4.75,98.800003,94.5,95.400002,8.1300001,0.56999999,115.73,705,298.86,100.18,8.65,39.57,81.04,0.37,46,106,46737,0.609929078,0.084592145,2278,19472.05674,5.64822695,2.299007092,3.05929078,5685.92922,164.1560284,41.47,2.048016174,60,2.304347826
宁夏,19,2018,4121,88,4450,41005,17092,23277,6.58,143.09,4992.6401,4145.6699,120.81,10.16,19,224.39999,0.94999999,5.54,75.940002,5.54,99.199997,93.800003,95.300003,6.3499999,0.54000002,120.29,710,343.55,108.38,9.79,41.4,81.2,0.4,49,111,50610,0.621126761,0.089925505,2379,19986.76056,5.775352113,2.407323944,3.278450704,5838.97169,169.4225352,39.8,1.961352657,62,2.265306122
宁夏,19,2019,4077,90,4397,40971,18052,24307,6.86,165.34,4909.75,4358.3198,123.32,10.64,19,214.08,0.63,5.69,76.260002,5.6900001,88,95.300003,95.400002,4.4899998,0.51999998,123.03,717,341.06,112.54,9.1,41.39,79.31,0.41,52,111,53841,0.635983264,0.09511473,2581,20059.83264,5.714225941,2.517712692,3.390097629,6078.549233,171.5899582,37.92,1.916163324,59,2.134615385
宁夏,19,2020,4247,94,4574,41261,19343,25972,7.2,155.82001,5244.2798,3962.8899,106.89,11.12,19,168.75,0.60000002,5.9,76.580002,5.8899999,97.400002,96.099998,96.300003,4.6999998,0.44,107.1,721,378.08,128.42,9.64,43,77.2,0.41,58,113,56136,0.649098474,0.0962,2691,20532.03883,5.722746186,2.682801664,3.60221914,5496.379889,148.5436893,34.2,1.795348837,55,1.948275862
宁夏,19,2021,4242,95,4571,41191,19722,27255,7.31,167.84,5578.8101,4116.7202,108.09,11.6,19,174.59,0.49000001,6.1,76.900002,6.0900002,96.199997,96.400002,96.400002,4.6999998,0.5,107.9,725,372.92,118.13,8.25,43.67,67.9,0.39,59,104,64543,0.660689655,0.100547017,2749,19695.03448,5.681517241,2.720275862,3.759310345,5678.234759,148.8275862,24.23,1.554843142,45,1.762711864
宁夏,19,2022,4277,99,4607,41821,19901,28138,7.43,179.86,5913.3398,4170.5498,109.3,12.09,19,180.42999,0.38,6.2,77.220001,6.29,95,96.699997,96.5,4.6999998,0.56,107.49,728,453.53,147.78,8.95,44.48,68.23,0.4,61,105,71137,0.663461538,0.104289544,3271,21811.12637,5.744642857,2.733653846,3.86510989,5728.777198,147.6510989,23.75,1.533947842,44,1.721311475
宁夏,19,2023,4514,104,4863,45751,21480,30000,7.81,191.88,6247.8696,5124.3794,110.51001,12.58,19,186.26999,0.26999998,6.19,77.540001,6.4899998,93.800003,96.999992,96.599998,4.6999998,0.62,140.98,729,,,,44.7,72.29,0.44,66,111,73696,0.673525377,0.105002606,3338,24024.41701,6.275857339,2.946502058,4.115226337,7029.327023,193.388203,27.59,1.617225951,45,1.681818182
宁夏,19,2024,4660,84,4986,47881,22859,30804,8.05,203.90001,6582.3994,5718.209,111.72002,13.07,19,192.10999,0.15999997,6.09,77.860001,6.6899996,92.600006,97.299988,96.699997,4.6999998,0.68000001,149.91,729,,,,46.1,73.1,0.47,68,115,75484,0.68175583,0.106414189,3468,24259.25926,6.568038409,3.135665295,4.225514403,7843.908093,205.6378601,27,1.585683297,47,1.691176471
安徽,1,2012,21812,446,23275,222315,71181,95046,33.48,517.09998,1857.08,23491.539,711.65002,7.4299998,1,197.97,0.63,6.14,75.660004,6.1399999,73.699997,67.5,78,5.2600002,0.69,708.9,5978,1112.02,365.75,6.46,24.39,50.28,5.78,25,55,31153,0.463031114,0.10317635,2101,6625.978588,3.718885915,1.190715959,1.589929742,3929.665273,118.584811,25.89,2.061500615,30,2.2
安徽,1,2013,21872,1748,24645,235959,75936,103404,35.38,596.46002,2025.71,25474.34,762.58002,8.04,1,198.32001,0.55000001,6.06,75.940002,6.0599999,82.199997,78.5,89,4.6799998,0.63999999,756.04,5988,1221.5,415.45,6.42,25.21,56.51,5.78,26,63,34913,0.478623914,0.10531498,2203,7264.011356,3.940531062,1.268136273,1.726853707,4254.231797,126.259185,31.3,2.241570805,37,2.423076923
安徽,1,2014,22014,1755,24824,252044,80525,111497,36.57,686.31,2172.6699,26282.039,821.35999,6.46,1,190.33,0.61000001,5.89,76.230003,5.8899999,85,81.699997,89.900002,4.4099998,0.72000003,818.18,5997,1321.64,434.77,6.34,26.84,60.78,5.86,28,66,38182,0.493079873,0.104201112,2245,7777.388694,4.202834751,1.342754711,1.85921294,4382.531099,136.4315491,33.94,2.264530551,38,2.357142857
安徽,1,2015,22030,1721,24853,267405,84620,119303,37.74,741.32001,2376.98,26124,842.98999,7.29,1,242.66,0.50999999,5.94,76.519997,5.9400001,89.400002,85.900002,90.900002,4.1999998,0.66000003,838.7,6011,1460.42,497.29,6.64,28.14,63.8,5.86,29,69,40211,0.509732158,0.111832985,2309,8715.704542,4.448594244,1.407752454,1.984744635,4346.032274,139.5275329,35.66,2.267235252,40,2.379310345
安徽,1,2016,22271,983,24385,281720,90089,126350,38.82,812.22998,2652.1699,26300.189,897.32001,7.1799998,1,205.99001,0.69999999,5.96,76.809998,5.96,92.199997,87.400002,91.900002,4.2199998,0.68000001,891.36,6033,1643.29,550.55,6.73,29.78,63.99,5.86,30,69,44505,0.52627217,0.114664976,2259,9154.566551,4.669650257,1.493270346,2.094314603,4359.388198,147.7473894,34.21,2.148757555,39,2.3
安徽,1,2017,22635,666,24491,305746,97680,138139,40.75,917.03003,2897.3701,28012.23,996.09003,7.3600001,1,223.71001,0.72000003,5.9,77.099998,5.9000001,90.099998,86.199997,90.5,3.79,0.63,990.88,6057,1812.24,604.65,6.71,33.14,66.06,6.5,32,73,49862,0.542842992,0.12995083,2250,10242.38072,5.047812448,1.612679544,2.280650487,4624.769688,163.5925376,32.92,1.993361497,41,2.28125
安徽,1,2018,23076,604,24925,328123,103628,149723,42.7,1030.85,3159.72,29701.92,1011.06,7.1599998,1,224.82001,0.66000003,5.96,77.379997,5.96,92,87.5,91.5,3.29,0.58999997,1009.68,6076,1998.08,634.66,5.87,34.6,72.7,6.7,34,77,56667,0.556451613,0.132015749,2245,10816.5734,5.400312706,1.705529954,2.464170507,4888.400263,166.1751152,38.1,2.101156069,43,2.264705882
安徽,1,2019,24558,544,26435,347395,113502,163390,45.46,1187.64,3518.9299,33315.93,1035.89,7.7800002,1,246.83,0.70999998,6.04,77.669998,6.04,94.300003,89,92.800003,2.97,0.57999998,1032.41,6092,2240.12,702.38,6.04,36.93,74.37,6.87,36,83,61776,0.570256074,0.139683629,2447,12134.30729,5.702478661,1.863131976,2.682042022,5468.800066,169.4697965,37.44,2.013809911,47,2.305555556
安徽,1,2020,27400,481,29391,407813,133307,188182,50.32,1232.48,3995.6599,34606.551,950.16998,8.3999996,1,225.08,0.61000001,7.96,77.959999,7.02,95.199997,89.300003,92.699997,3.23,0.51999998,945.6,6105,2438.43,801.83,6.3,45,83.2,7.97,43,90,63341,0.583292383,0.1501,2702,12241.75266,6.67998362,2.183570844,3.082424242,5668.558722,154.8894349,38.2,1.848888889,47,2.093023256
安徽,1,2021,27629,466,29554,411023,140783,200950,51.94,1369.9399,4472.3901,36406.078,949.32001,9.0100002,1,235.00999,0.70999998,8,78.25,8,90.699997,93.300003,93.300003,3.23,0.51999998,947.3,6113,2516.13,759.53,5.86,56.06,84.35,8.2,55,95,70556,0.593980043,0.15440813,3089,12417.87993,6.723752658,2.303009979,3.287256666,5955.517422,154.9648291,28.29,1.504637888,40,1.727272727
安徽,1,2022,28205,475,30176,444233,151359,221418,55.34,1507.4,4949.1201,37205.609,948.46997,9.6300001,1,244.94,0.81,8.1,78.540001,8.9799995,86.199997,97.300003,93.900002,3.23,0.51999998,963.35,6127,2813.65,838.68,6.25,62.67,87.45,9.24,61,102,74387,0.601436266,0.157927441,3283,13676.80757,7.250416191,2.470360699,3.613807736,6072.402318,157.2302921,24.78,1.3954045,41,1.672131148
安徽,1,2023,29340,485,31361,453500,164135,241400,59.02,1644.8601,5425.8501,38905.141,947.61993,10.25,1,234.10001,1.03,8.56,78.699997,9.9599991,81.699997,100,94.5,3.23,0.51999998,1164.72,6121,,,,63.64,90.09,9.26,67,109,78752,0.615095573,0.15869174,3469,14121.17301,7.408920111,2.68150629,3.943800033,6356.010619,190.2826336,26.45,1.415619107,42,1.626865672
安徽,1,2024,30583,499,32635,449767,168511,244582,59.9,1782.3202,5902.5801,40304.672,946.7699,10.87,1,259.63,1.0599999,8.41,78.859993,10.939999,77.199997,100,95.099998,3.23,0.51999998,1200.33,6123,,,,63.1,89,8.93,68,111,82694,0.625673689,0.156854967,3463,14697.92585,7.345533235,2.752098644,3.99447983,6582.504001,196.0362567,25.9,1.410459588,43,1.632352941
山东,21,2012,66462,677,68840,473768,168111,191721,73.89,1146.11,1991.65,58264.691,1397.48,7.0700002,21,114.6,0.28999999,6.95,77,6.9499998,95,93.900002,93.099998,4.7800002,0.67000002,1399.23,9708,1928.88,498.38,3.86,43.12,64.69,12.59,47,76,44995,0.520292542,0.105135503,2238,6082.117841,4.880181294,1.731674907,1.974876391,6001.719304,144.131644,21.57,1.500231911,29,1.617021277
山东,21,2013,72108,1338,75426,489737,194948,240078,81.93,1302.45,2307.49,62207.898,1414.84,7.27,21,124.05,0.28999999,6.4,77.279999,6.4000001,93.599998,93.400002,93,4.73,0.63999999,1406.16,9746,2245.97,571.45,4.11,42.67,70.72,12.27,50,91,49407,0.534578289,0.109820617,2304,6863.123333,5.02500513,2.000287297,2.463349066,6382.915863,144.2807306,28.05,1.657370518,41,1.82
山东,21,2014,72834,2108,77012,500631,195791,245711,83.85,1532,2537.6001,63126.621,1501.8199,7.54,21,131.64999,0.25,6.84,77.550003,6.8400002,93,91.800003,91.400002,4.5100002,0.88,1501.74,9808,2484.16,619.7,4.18,41.85,73.02,11.71,48,93,52729,0.54771615,0.11470763,2421,7317.81199,5.104312806,1.996237765,2.505210033,6436.237867,153.1137847,31.17,1.744802867,45,1.9375
山东,21,2015,73041,2086,77259,519369,202993,254170,85.57,1683.89,2888.0901,61521.328,1521.76,7.4699998,21,130.89999,0.28999999,6.67,77.82,6.6700001,93.400002,92.199997,92.199997,3.9200001,0.99000001,1513.3,9866,2843.96,722.22,4.51,42.12,77.05,11.62,47,98,57090,0.569734442,0.11658957,2516,8362.061626,5.264230691,2.057500507,2.576221366,6235.69106,153.3853639,34.93,1.829297246,51,2.085106383
山东,21,2016,72904,1891,76997,540994,210806,268379,87.41,1939.1801,3372.7,62162.961,1691.78,8.1599998,21,137.19,0.31,7.05,78.089996,7.0500002,92.800003,92.5,92.300003,4.6900001,0.95999998,1684.2,9973,3354.7,813.19,4.93,42.77,79.55,11.5,47,102,60187,0.591296501,0.116517301,2620,8778.913065,5.424586383,2.113767171,2.691055851,6233.125539,168.8759651,36.78,1.859948562,55,2.170212766
山东,21,2017,75106,1302,79050,584812,227649,293647,91.79,2140.73,3568.74,64436.32,1825.35,8.5,21,144.89,0.31,7.4,78.360001,7.4000001,93.099998,92.599998,92.400002,4.3000002,1.05,1818.92,10033,3570.82,842.49,4.92,44.96,85.73,11.66,48,111,63939,0.60789395,0.12935444,2519,9227.947772,5.828884681,2.269002292,2.926811522,6422.437955,181.2937307,40.77,1.90680605,63,2.3125
山东,21,2018,77614,1081,81470,608459,245310,322750,96.14,2264.52,4121.3501,65561.773,1841.46,8.71,21,157.38,0.31999999,7.18,78.639999,7.1799998,93.199997,91.599998,92.300003,3.6900001,0.97000003,1838.05,10077,4140.82,917.1,6.21,47.9,82,11.94,53,109,67493,0.614567828,0.151623629,2588,10023.77692,6.038096656,2.434355463,3.202838146,6506.08048,182.400516,34.1,1.711899791,56,2.056603774
山东,21,2019,79825,973,83616,629722,259781,341379,100.06,2553.71,4255.8799,67464.047,1859.6801,9.0299997,21,163.44,0.31999999,7.5,78.910004,7.5,93.900002,93.199997,93.099998,3.6400001,0.92000002,1849.93,10106,4285.76,961.43,6.03,49.19,82.39,11.93,56,111,71371,0.618642391,0.158354401,2855,10627.11261,6.231169602,2.570562042,3.377983376,6675.642885,183.052642,33.2,1.67493393,55,1.982142857
山东,21,2020,81126,889,84872,646863,271412,355651,102.79,2547.72,4750.8501,61328.949,1661.9301,9.3599997,21,131.73,0.30000001,7.2,79.18,7.4299998,95,93.900002,93.900002,3.53,0.82999998,1658.7,10165,4823.41,1169.79,6.6,49.5,82.7,11.83,58,112,73362,0.630496803,0.1513,3154,11051.1756,6.363630103,2.670063945,3.498780128,6033.344712,163.1775701,33.2,1.670707071,54,1.931034483
山东,21,2021,82062,779,85715,673920,282332,376542,105.57,2943.78,5245.8198,67152.711,1823.22,9.6899996,21,138.31,0.28999999,7.4,79.449997,7.3600001,94.800003,94.900002,94.900002,3.53,0.75999999,1817.1,10170,5374.74,1172.53,6.47,56.78,77.63,12.17,65,106,83440,0.639429695,0.159239453,3429,11517.3648,6.626548673,2.77612586,3.702477876,6603.019764,178.6725664,20.85,1.367206763,41,1.630769231
