省份,代码_x,年份,基层医疗卫生机构数/个,专业公共卫生机构/个,医疗卫生机构数量/个,医疗卫生机构床位数/张,执业医师数/人,注册护士数/人,卫生人员数/万人,医疗卫生机构事业收入/亿元,人均卫生费用/元,诊疗人次数/万人次,入院人数/万人,城乡居民医疗保健支出占消费性支出,代码_y,甲乙类法定报告传染病发病率（1/10w）,甲乙类法定报告传染病死亡率（1/10w）,人口死亡率‰,人口平均预期寿命（岁）,孕产妇死亡率‰,新生儿访视率%,3岁以下儿童系统管理率%,7岁以下儿童健康保健管理率%,围产婴儿死亡率‰,5岁以下儿童低体重患病率%,出院人数（万人）,年末常住人口,卫生总费用,政府卫生支出（亿元）,卫生总费用占GDP比重（%）,农村每万人医疗机构床位数,城市每万人医疗机构床位数,基层医疗卫生机构床位数,每万人拥有农村卫生技术人员数,每万人拥有城市卫生技术人员数,人均GDP_元每人,城镇化率,65岁及以上人口占比,教育水平_每十万人高等学校在校生数,财政支出能力_元每人,每千人床位数,每千人医师数,每千人护士数,每千人诊疗人次,每千人出院人数,城乡床位差,城乡床位比,城乡卫技人员差,城乡卫技人员比
海南,8,2018,4981,119,5325,44800,18732,29959,8.14,179.92,4307.9102,5078.5498,119.41,7.1199999,8,360.04001,0.74000001,6.01,77.459999,6.0100002,91,86.400002,91.400002,3.5599999,3.3299999,119.55,982,402.5,147.6,8.2,31.4,94.7,0.71,42,141,51220,0.591649695,0.082136328,2305,17223.01426,4.562118126,1.907535642,3.050814664,5171.639308,121.7413442,63.3,3.015923567,99,3.357142857
海南,8,2019,5057,105,5417,49764,20271,32062,8.59,210.58,4810.0498,5252.6299,128.94,6.6700001,8,388.76999,0.92000002,6.11,78.260002,6.1100001,92.199997,87.900002,93.300003,3.3599999,3.21,128.95,995,454.41,182.47,8.56,34.49,104.43,0.7,45,146,55054,0.593969849,0.093197279,2497,18679.39698,5.001407035,2.037286432,3.222311558,5279.025025,129.5979899,69.94,3.027834155,101,3.244444444
海南,8,2020,5733,106,6127,58474,23145,35188,9.41,215.49001,5233.3301,5316.6299,116.11,6.21,8,339.12,0.98000002,5.8,79.050003,6.0599999,96.400002,88,92.400002,3.6800001,2.76,115.8,1012,529.79,239.69,9.58,45.1,107.5,0.96,51,153,56211,0.602766798,0.1043,2764,19490.71146,5.778063241,2.287055336,3.477075099,5253.586858,114.4268775,62.4,2.383592018,102,3
海南,8,2021,5881,111,6277,61408,25362,38410,9.96,254.57001,5656.6099,5055.02,128.19,5.7600002,8,342.07001,0.69,6,79.849998,6.0100002,88,93.599998,93.599998,3.6800001,2.6099999,128.3,1020,555.86,207.58,8.58,59.89,60.54,1.02,65,94,64063,0.609803922,0.108148148,2839,19327.15686,6.020392157,2.486470588,3.765686275,4955.901961,125.7843137,0.65,1.010853231,29,1.446153846
海南,8,2022,5982,109,6384,61242,26379,39332,10.23,293.64999,6079.8901,5493.4102,140.27,5.3000002,8,345.01999,0.40000001,6.2,80.639999,5.96,79.599998,99.199997,94.800003,3.6800001,2.46,121.75,1027,585.95,267.02,8.59,58.14,61.21,1,66,96,67541,0.615384615,0.112886353,2999,20422.29796,5.963193768,2.568549172,3.829795521,5348.987537,118.5491723,3.07,1.052803578,30,1.454545455
海南,8,2023,6143,128,6538,60976,27396,41254,10.61,332.72998,6503.1704,5531.8003,152.35001,4.8400002,8,347.96997,0.11000001,5.69,81.43,5.9099998,71.199997,100,96.000008,3.6800001,2.3100002,145.83,1043,,,,56.66,60.31,1.14,70,98,73335,0.624161074,0.116918594,3169,21562.41611,5.846212848,2.626653883,3.955321189,5303.739501,139.8178332,3.65,1.064419343,28,1.4
海南,8,2024,5999,111,6382,61510,29113,42376,10.96,371.80997,6926.4507,5770.1904,164.43001,4.3800001,8,350.91995,0.18,4.97,82.220001,5.8599997,62.799995,100,97.200012,3.6800001,2.1600003,156.09,1048,,,,56,61.7,1.12,71,102,75903,0.630725191,0.118497914,3347,21881.77481,5.869274809,2.777958015,4.04351145,5505.90687,148.9408397,5.7,1.101785714,31,1.436619718
湖北,12,2012,34063,438,35240,252991,90105,115745,38.64,678.65002,1892.99,30579.119,862.08002,7.4499998,12,264.73999,0.76999998,6.12,75.379997,6.1199999,95.099998,89.5,90.400002,4.96,1.1900001,867.4,5781,1093.96,305.89,4.92,28.57,70.31,6.83,33,79,39721,0.532260855,0.107613182,3078,6503.701782,4.376249784,1.558640374,2.002162256,5289.589863,150.0432451,41.74,2.460973049,46,2.393939394
湖北,12,2013,34042,779,35631,288169,96540,127871,41.12,784.02002,2123.1001,32059.73,952.35999,8.0200005,12,254.81,0.73000002,6.15,75.639999,6.1500001,96,91.300003,91.599998,4.8400002,0.94,950.78,5798,1231.19,368.37,4.99,35.77,72.31,7.47,38,79,44653,0.545015523,0.099059758,3144,7539.927561,4.970144878,1.665056916,2.205432908,5529.446361,163.9841325,36.54,2.021526419,41,2.078947368
湖北,12,2014,34503,696,36077,317500,103905,144109,43.82,927.28998,2396.6599,34475.18,1053.45,7.5300002,12,246.85001,0.70999998,6.96,75.889999,6.96,94.300003,91.300003,92.300003,4.6399999,1.0599999,1053.66,5816,1393.9,415.91,5.09,40.25,79.74,8.03,42,86,49606,0.557255846,0.102548076,3121,8483.751719,5.459078404,1.786537139,2.477802613,5927.644429,181.1657497,39.49,1.981118012,44,2.047619048
湖北,12,2015,34563,578,36179,343147,112243,165077,47.57,1030.48,2818.49,34839.398,1107.52,8.2600002,12,251.55,0.77999997,5.83,76.150002,5.8299999,95.599998,91.599998,92.300003,4.3699999,1.1799999,1103.3,5850,1649.24,530.67,5.58,42.84,86.39,8.39,44,97,52566,0.571794872,0.112338346,3038,10483.48718,5.865760684,1.918683761,2.82182906,5955.45265,188.5982906,43.55,2.016573296,53,2.204545455
湖北,12,2016,34703,557,36354,360558,117036,174918,49.41,1143.36,3270.5601,35479.078,1197.5699,8.8100004,12,249.92999,0.83999997,6.97,76.400002,6.9699998,95.099998,92,92.800003,4.6300001,1.1799999,1190.84,5885,1924.72,611.23,5.89,45.19,88.05,8.77,46,99,57550,0.585726423,0.115745991,2950,10914.15463,6.126728972,1.988717077,2.972268479,6028.730331,202.3517417,42.86,1.94843992,53,2.152173913
湖北,12,2017,34756,534,36357,376185,122070,184283,51,1267.51,3698.8899,35601.84,1279.86,9.6999998,12,249.83,0.87,7.01,76.660004,7.0100002,94.400002,91.699997,92.300003,4.1300001,1.3,1276.88,5904,2174.45,586.78,6.15,47.55,90.49,8.89,48,101,63829,0.598746612,0.122319448,3000,11519.74932,6.371697154,2.067581301,3.121324526,6030.121951,216.2737127,42.94,1.903049422,53,2.104166667
湖北,12,2018,34912,504,36486,393514,126644,190858,52.19,1402.0601,3951.21,35149.461,1319.39,10.95,12,250.75999,0.94999999,7,76.910004,7,94.5,91.699997,91,3.5899999,1.4299999,1317.65,5917,2337.93,586.86,5.56,50.5,91.3,9.49,49,103,71780,0.609937468,0.124932987,3088,12266.8075,6.650566165,2.140341389,3.225587291,5940.4193,222.6888626,40.8,1.807920792,54,2.102040816
湖北,12,2019,33919,491,35515,403300,128460,194217,52.63,1607.47,4354.5698,35382.578,1368.76,10.52,12,239.82001,0.94999999,7.08,77.169998,7.0799999,95.300003,92.300003,93.5,3.5999999,1.22,1367.02,5927,2580.95,638.57,5.63,52.79,89.88,9.81,50,102,76928,0.618356673,0.130713,3248,13447.29205,6.804454193,2.167369664,3.276817952,5969.728024,230.642821,37.09,1.702595188,52,2.04
湖北,12,2020,33852,479,35447,411351,134153,200020,53.8,1374.91,5973.48,29456,1025.99,10.09,12,290.81,8.5100002,7.7,77.419998,7.4699998,95.199997,91.099998,93.599998,3.9200001,1.15,1027,5745,3449.84,1314.92,7.94,55.2,90.4,9.81,52,105,73711,0.628894691,0.1459,3598,14696.04874,7.160156658,2.335126197,3.481636205,5127.241079,178.7641427,35.2,1.637681159,53,2.019230769
湖北,12,2021,34823,459,36529,433965,143673,214644,56.41,1730.1,7592.3901,34398.359,1214.65,9.6700001,12,199.38,0.88999999,7.9,77.68,7.8600001,91.599998,94.099998,94.099998,3.9200001,1.11,1212,5830,3051.01,759.19,6.1,67.1,84.49,10.14,62,101,86554,0.640823328,0.154239813,3914,13608.35334,7.443653516,2.464373928,3.681715266,5900.233105,207.890223,17.39,1.259165425,39,1.629032258
湖北,12,2022,35030,450,36782,450379,149993,217668,57.7,2085.28,9211.2998,34340.719,1403.3199,9.2399998,12,107.95,0.73,8.1,77.93,8.25,88,97.099998,94.599998,3.9200001,1.0700001,1234.41,5844,3383.79,862.61,6.3,73.72,81.63,10.68,67,98,91563,0.646646133,0.16293017,4110,14756.79329,7.706690623,2.566615332,3.724640657,5876.235284,211.2268994,7.91,1.107297884,31,1.462686567
湖北,12,2023,36735,469,38586,476193,160113,230692,60.22,2440.4601,10830.209,36823.078,1591.9899,8.8099995,12,116.24,1.03,8.06,78.18,8.6399999,84.400002,98.1,95.099998,3.9200001,1.0300001,1494.04,5838,,,,74.01,91.89,11.37,68,109,97234,0.654676259,0.169475534,4483,15928.52004,8.156783145,2.742600206,3.951558753,6307.481672,255.9164097,17.88,1.241588974,41,1.602941176
湖北,12,2024,37036,446,38897,475807,164433,238916,61.59,2795.6401,12449.119,38625.438,1780.6598,8.3799992,12,127.91,1.27,8.63,78.43,9.0299997,80.800003,100,95.599998,3.9200001,0.99000013,1524.65,5834,,,,74.8,90.8,11.29,70,111,102832,0.663524169,0.172944977,4582,17100.2914,8.155759342,2.818529311,4.09523483,6620.747,261.3387041,16,1.213903743,41,1.585714286
湖南,13,2012,57177,528,58612,287013,86469,112906,40.35,662.23999,1620.26,22899.939,1053.42,6.3899999,13,242.28999,1.24,7.01,75.230003,7.0100002,92.800003,78.800003,81.199997,5.9400001,2.02,1047.58,6590,1075.69,338.82,4.86,31.17,79.01,8.61,31,86,32668,0.462215478,0.111058959,2087,6250.379363,4.355280728,1.312124431,1.713292868,3474.952807,158.9650986,47.84,2.534809111,55,2.774193548
湖南,13,2013,58519,2612,62210,314090,93980,125696,44.22,776.96002,1953.09,24437.58,1160.75,6.9099998,13,254.89,1.26,6.96,75.489998,6.96,94.099998,83.800003,85.5,5.4299998,1.62,1152.24,6600,1306.73,392.91,5.33,33.86,86.89,8.54,34,94,36264,0.476363636,0.105706369,2106,7107.409091,4.758939394,1.423939394,1.904484848,3702.663636,174.5818182,53.03,2.566154755,60,2.764705882
湖南,13,2014,57637,2810,61571,355485,99058,136247,46.27,889.06,2168.01,25050.65,1226.63,7.6300001,13,246.89999,1.46,6.89,75.760002,6.8899999,94,86.5,87.5,5.5900002,1.42,1222.67,6611,1460.64,434.09,5.4,37.69,101.77,9.36,35,104,39829,0.489789744,0.108723022,2160,7589.441839,5.377174406,1.498381485,2.060913629,3789.237634,184.944789,64.08,2.700185726,69,2.971428571
湖南,13,2015,58586,2778,62646,396950,112352,149345,49.42,987.79999,2402.0601,25696.131,1304.12,7.2399998,13,244.74001,1.13,6.86,76.019997,6.8600001,94.800003,88.900002,89.400002,4.8400002,1.45,1295.3,6615,1629.32,506.82,5.61,42.94,106.85,10.35,38,110,43568,0.507936508,0.112233333,2215,8660.196523,6.000755858,1.698442933,2.257671958,3884.524717,195.8125472,63.91,2.488355845,72,2.894736842
湖南,13,2016,58245,1493,61055,425757,122423,161531,51.55,1111.71,2820.97,26430.84,1400.9301,6.9200001,13,238.24001,1.4400001,7.01,76.290001,7.0100002,95.800003,90,90.800003,4.5900002,1.3099999,1391.05,6625,1924.47,560.26,6.1,45.26,114.05,10.78,39,115,47168,0.526943396,0.118897226,2251,9568.543396,6.426520755,1.84789434,2.438203774,3989.560755,209.9698113,68.79,2.519885108,76,2.948717949
湖南,13,2017,56302,961,58624,452335,132578,172580,53.67,1248.5,3130.0801,27058.41,1473.54,7.3299999,13,252.23,1.72,7.08,76.550003,7.0799999,96.300003,91.199997,94.5,4.3699999,1.14,1464.86,6633,2147.28,594.26,6.21,48.11,118.79,11.4,41,121,51482,0.546208352,0.121718714,2419,10356.38474,6.81946329,1.998763757,2.601839288,4079.36228,220.8442635,70.68,2.469133236,80,2.951219512
湖南,13,2018,53788,851,56239,482439,139366,184012,55.78,1359.85,3601.22,26927.41,1537.3199,8.2600002,13,278.42001,1.95,7.08,76.82,7.0799999,96.900002,92,94.800003,4.5999999,1.17,1537.7,6635,2484.4,698.39,6.84,52.4,121,11.69,44,123,55215,0.560964582,0.124867294,2610,11272.96157,7.271122833,2.100467219,2.773353429,4058.388847,231.7558402,68.6,2.309160305,79,2.795454545
湖南,13,2019,54859,694,57230,506330,147271,240515,61.83,1538.6801,4006.25,28098.1,1616.1801,9.5900002,13,293.10999,2.05,7.28,77.080002,7.2800002,96.699997,92.599998,94.400002,4.3800001,1.08,1606.7,6640,2771.68,709.78,6.97,54.35,126.62,12.13,53,130,60159,0.574548193,0.131436742,2873,12100.03012,7.625451807,2.217936747,3.622213855,4231.641566,241.9728916,72.27,2.329714811,77,2.452830189
湖南,13,2020,53793,538,56042,519902,148605,235149,61.45,1505.72,4331.8599,26722.689,1486.71,10.91,13,269.01001,1.74,7.9,77.349998,7.7800002,97.300003,93,94.199997,4.6599998,1.01,1478.1,6645,2878.3,795.62,6.89,55.1,132.9,12.42,50,138,62768,0.587659895,0.1481,3149,12645.79383,7.823957863,2.236343115,3.538735892,4021.473138,222.4379233,77.8,2.411978221,88,2.76
湖南,13,2021,53354,539,55677,532668,152842,239222,61.98,1686.03,4657.4702,30125.51,1509.97,12.24,13,302,1.85,8.3,77.610001,8.2799997,93.900002,94.800003,94.800003,4.6599998,1,1505.8,6622,3051.45,819.09,6.62,70.18,105.54,12.49,62,112,68971,0.597100574,0.154674156,3487,12572.48565,8.043914225,2.308094231,3.612533978,4549.306856,227.3935367,35.36,1.50384725,50,1.806451613
湖南,13,2022,52977,538,55338,544534,158079,244245,63.2,1866.33,4983.0801,34428.328,1533.22,13.57,13,334.98999,1.96,8.5,77.879997,8.7799997,90.5,96.599998,95.400002,4.6599998,0.99000001,1457.19,6604,3379.18,832.23,6.94,72.22,107.44,12.89,64,115,72521,0.603119322,0.16118494,3738,13615.39976,8.245517868,2.393685645,3.698440339,5213.253786,220.6526348,35.22,1.487676544,51,1.796875
湖南,13,2023,55110,511,57503,533900,174316,270548,68.3,2046.6299,5308.6899,40431.146,1556.47,14.9,13,367.97998,2.0700001,8.97,78.149994,9.2799997,87.099998,98.399994,96,4.6599998,0.98000002,1604.59,6568,,,,70.44,107.85,12.54,71,126,76932,0.611601705,0.164635116,3965,14587.57613,8.128806334,2.654019488,4.119183922,6155.777406,244.3042022,37.41,1.53109029,55,1.774647887
湖南,13,2024,55275,458,57611,523266,178353,267541,68.5,2226.9298,5634.2998,39633.965,1579.72,16.23,13,400.96997,2.1800001,9.08,78.419991,9.7799997,83.699997,100,96.599998,4.6599998,0.97000003,1614.81,6539,,,,69.3,106.2,12.35,70,129,81225,0.620737116,0.16682763,3907,14583.66723,8.002232757,2.727527145,4.091466585,6061.16608,246.9506041,36.9,1.532467532,59,1.842857143
甘肃,4,2012,25631,335,26401,112296,34896,37202,15.19,177.08,1725.36,11920.56,292.89999,8.1700001,4,306.39999,0.44,6.05,72.57,6.0500002,95.099998,91.199997,90,8.5100002,1.1900001,290.92,2550,444.72,168.88,7.87,31.44,64.7,3.19,31,64,21439,0.387843137,0.092388525,2145,8076.705882,4.403764706,1.368470588,1.458901961,4674.729412,114.0862745,33.26,2.057888041,33,2.064516129
甘肃,4,2013,25514,718,26697,116064,36483,40954,16.07,210.85001,2006.89,12392.96,318.82001,8.5200005,4,208.99001,0.44999999,6.08,72.739998,6.0799999,96.599998,93,92.199997,8.2299995,1.21,320.56,2537,518.21,188.17,8.27,34.1,62.45,2.72,33,68,24015,0.404808829,0.088921214,2193,9103.74458,4.574852188,1.438037052,1.614268821,4884.887663,126.3539614,28.35,1.831378299,35,2.060606061
甘肃,4,2014,25254,2082,27916,122412,38626,45472,17.9,235.55,2199.1299,12328.7,338.60999,8.6400003,4,193.06,0.43000001,6.11,72.910004,6.1100001,96.699997,93.400002,92.800003,7.3400002,1.37,336.43,2531,569.75,212.32,8.34,36.01,65.39,2.76,34,74,26162,0.422757803,0.08933165,2219,10041.44607,4.836507309,1.52611616,1.796602134,4871.078625,132.9237456,29.38,1.815884477,40,2.176470588
甘肃,4,2015,25459,1774,27799,127743,40145,47782,18.14,258.22,2516.1001,12530.78,351.85001,7.2199998,4,188.74001,0.44999999,6.15,73.080002,6.1500001,96.699997,93.300003,92.699997,7.4299998,1.3,349.2,2523,654.07,259.1,9.63,37.2,68.35,2.87,35,76,26883,0.442330559,0.093641553,2194,11725.36663,5.06313912,1.591161316,1.89385652,4966.619104,138.4066587,31.15,1.837365591,41,2.171428571
甘肃,4,2016,25791,1844,28197,134346,42793,50530,18.68,297.35001,2889.1799,13042.06,400.20001,8.4899998,4,200.17999,0.44999999,6.18,73.239998,6.1799998,96.400002,93,92.599998,7.46,1.45,396.89,2520,754.06,283.95,10.47,38.23,72.48,2.86,36,78,28583,0.460714286,0.099544627,2189,12500.11905,5.331190476,1.698134921,2.00515873,5175.420635,157.4960317,34.25,1.895893278,42,2.166666667
甘肃,4,2017,26579,1639,28857,146613,45395,58444,19.92,334.94,3095.1699,13458.01,437.45999,8.8999996,4,194.28999,0.67000002,6.52,73.410004,6.52,96,92.199997,92,7.5300002,1.21,432.73,2522,812.7,291.84,10.59,41.7,78.18,3.02,38,87,30316,0.481363997,0.103268877,2217,13102.45837,5.813362411,1.799960349,2.317367169,5336.245044,171.5820777,36.48,1.874820144,49,2.289473684
甘肃,4,2018,25785,1394,27897,162737,48150,64276,20.7,374.34,3303.72,13245.93,487.22,9.1700001,4,179.82001,0.62,6.65,73.580002,6.6500001,95.199997,91.599998,91.300003,6.7399998,1.08,484.81,2515,871.29,318.03,10.75,45.9,87.4,3.1,41,93,33213,0.497017893,0.113167392,2258,14998.92644,6.470656064,1.914512922,2.555705765,5266.771372,192.7673956,41.5,1.904139434,52,2.268292683
甘肃,4,2019,24761,1124,26697,181172,50220,79468,22.85,435.26001,3527.3401,12688.84,520.12,9.9799995,4,176.3,0.60000002,6.75,73.75,6.75,95.099998,92.900002,93.699997,6.1199999,1.08,517.77,2509,933.84,342.5,10.71,53.47,90.81,3.22,48,102,36040,0.50697489,0.11515357,2396,15749.70108,7.220884815,2.001594261,3.167317656,5057.329613,206.3650857,37.34,1.698335515,54,2.125
甘肃,4,2020,24597,867,26204,171866,50945,81363,22.9,383.47,3750.9602,11044.1,431.26001,10.78,4,150.52,0.56,7.9,73.919998,7.5100002,95.900002,93.400002,93.599998,6.21,0.91000003,430.6,2501,1015.31,424,11.26,50.6,85.8,3.29,50,99,37218,0.522191124,0.1258,2627,16646.94122,6.871891244,2.036985206,3.253218713,4415.873651,172.1711315,35.2,1.695652174,49,1.98
甘肃,4,2021,24373,652,25759,183166,57995,91701,24.77,518.82001,3974.5803,11520.41,445.10001,11.59,4,155.81,0.44999999,8.3,74.089996,8.2600002,93.800003,94.300003,94.300003,6.21,0.95999998,444.2,2490,1110.71,412.92,10.84,62.39,92.26,3.31,63,111,42508,0.533333333,0.13042324,2999,16195.02008,7.356064257,2.329116466,3.682771084,4626.670683,178.3935743,29.87,1.478762622,48,1.761904762
甘肃,4,2022,24072,463,25266,188966,59945,94739,25.4,654.17999,4198.2007,10136.72,458.95001,12.39,4,161.10001,0.34,8.5,74.260002,9.0100002,91.699997,95.199997,95,6.21,1.01,408.05,2492,1127.11,418.29,10.06,63.12,97.01,3.5,64,115,46381,0.541733547,0.134317835,3215,17083.30658,7.582905297,2.405497592,3.801725522,4067.704655,163.7439807,33.89,1.536913815,51,1.796875
甘肃,4,2023,24200,413,25375,204766,65395,100447,26.84,789.53998,4421.821,12173.029,472.80002,13.190001,4,166.39001,0.23000002,8.51,74.430008,9.7600002,89.599991,96.099991,95.699997,6.21,1.06,587.21,2465,,,,68.01,107.41,3.77,70,123,49811,0.554969574,0.136461704,3376,18344.09736,8.30693712,2.652941176,4.074929006,4938.348479,238.2190669,39.4,1.57932657,53,1.757142857
甘肃,4,2024,25653,286,26741,207766,73945,108315,29.32,924.89996,4645.4414,13349.339,486.65002,13.990001,4,171.68002,0.12000003,8.9,74.600014,10.51,87.499985,96.999985,96.399994,6.21,1.11,630.15,2458,,,,71.3,106.5,3.94,77,136,52825,0.568348251,0.136324111,3575,19465.70382,8.452644426,3.008340114,4.406631408,5430.975997,256.366965,35.2,1.49368864,59,1.766233766
福建,3,2012,26374,307,27276,139341,57885,71124,23.68,429.32001,1809.51,19203.119,510.16,4.7199998,3,287.07001,0.47999999,5.73,76.269997,5.73,93,91.300003,94.5,6.0300002,1.1900001,509.81,3841,678.21,222.81,3.44,29.6,65.29,2.99,33,95,53799,0.59307472,0.085920762,2301,6788.59672,3.627727154,1.507029419,1.851705285,4999.510284,132.7284561,35.69,2.205743243,62,2.878787879
福建,3,2013,26151,1406,28175,156149,61939,79929,26.18,498.54001,2213.3601,20395.631,527.66998,4.4400001,3,280.57001,0.41999999,6.01,76.519997,6.0100002,93.5,91.800003,94.599998,5.1199999,1.12,525.34,3885,835.32,268.01,3.84,32.64,72.07,3.22,37,102,59155,0.607979408,0.081642481,2435,7899.099099,4.019279279,1.594311454,2.057374517,5249.840669,135.2226512,39.43,2.208026961,65,2.756756757
福建,3,2014,25994,1404,28030,164781,64366,85664,27.36,573.26001,2553.6799,21211.939,533.71002,5.02,3,274.60001,0.43000001,6.2,76.769997,6.1999998,93.800003,91.900002,94.5,5.25,1.03,532.8,3945,971.93,296.48,4.04,33.64,73.89,3.27,38,103,64698,0.620025349,0.075869974,2513,8382.002535,4.176958175,1.631584284,2.171457541,5376.917364,135.0570342,40.25,2.196492271,65,2.710526316
